Id,ReservationTypeId,ReservationTypeName,Courts,Instructors,IsLesson,StartTime,EndTime,CreatedOnUtc,UpdatedOnUtc,CancelledOn,Players,UserDefinedFields
38095819,57948,Reserve Court: Singles,Court #7,REDACTED,False,2025-07-11T17:00:00,2025-07-11T18:00:00,2025-07-11T20:55:36.05,2025-07-11T18:10:26.19,,REDACTED,[]
38100497,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-12T13:00:00,2025-07-12T14:00:00,2025-07-11T23:18:32.69,,,REDACTED,[]
38104712,84484,Reserve Court: Three Person,Court #2,REDACTED,False,2025-07-13T10:00:00,2025-07-13T11:00:00,2025-07-12T02:31:08.597,2025-07-13T10:04:46.16,,REDACTED,[]
38108275,52120,Reserve Court: Doubles,Court #7,REDACTED,False,2025-07-12T10:00:00,2025-07-12T11:00:00,2025-07-12T10:26:41.363,2025-07-12T09:52:41.903,,REDACTED,[]
38118301,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-07-14T16:00:00,2025-07-14T18:00:00,2025-07-12T16:25:57.7,2025-07-14T16:16:26.603,,REDACTED,[]
38118660,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-12T14:00:00,2025-07-12T15:00:00,2025-07-12T16:34:39.693,,,REDACTED,[]
38118747,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-07-12T13:00:00,2025-07-12T15:00:00,2025-07-12T16:36:52.687,,,REDACTED,[]
38120775,52120,Reserve Court: Doubles,Court #8,REDACTED,False,2025-07-12T14:30:00,2025-07-12T15:30:00,2025-07-12T17:42:22.787,2025-07-12T14:41:23.71,,REDACTED,[]
38138937,52121,Private Lesson,Court #1,REDACTED,True,2025-07-21T09:00:00,2025-07-21T10:00:00,2025-07-13T12:58:00.987,,,REDACTED,[]
38153068,57948,Reserve Court: Singles,Court #3,REDACTED,False,2025-07-20T11:00:00,2025-07-20T12:00:00,2025-07-13T18:39:44.67,,,REDACTED,[]
38155656,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-13T18:00:00,2025-07-13T19:30:00,2025-07-13T19:51:55.943,2025-07-13T19:35:10.997,,REDACTED,[]
38194901,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-14T14:00:00,2025-07-14T16:00:00,2025-07-14T18:04:18.727,,,REDACTED,[]
38199663,52120,Reserve Court: Doubles,Court #1,REDACTED,False,2025-07-18T09:30:00,2025-07-18T10:30:00,2025-07-14T19:39:56.493,2025-07-18T09:22:08.88,,REDACTED,[]
38208394,57948,Reserve Court: Singles,Court #1,REDACTED,False,2025-07-15T16:00:00,2025-07-15T18:00:00,2025-07-14T22:42:35.467,,,REDACTED,[]
38211622,57948,Reserve Court: Singles,Court #7,REDACTED,False,2025-07-15T18:00:00,2025-07-15T20:00:00,2025-07-15T00:11:23.103,,,REDACTED,[]
38239484,64158,"Drilling with The Titan Ball Machine $70 per HR ($2,299 Value)",Court #2,REDACTED,False,2025-07-15T14:00:00,2025-07-15T15:00:00,2025-07-15T17:59:46.567,,,REDACTED,[]
38244321,52120,Reserve Court: Doubles,Court #2,REDACTED,False,2025-07-20T10:00:00,2025-07-20T12:00:00,2025-07-15T19:16:37.607,2025-07-20T12:15:59.21,,REDACTED,[]
38244813,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-15T16:00:00,2025-07-15T18:00:00,2025-07-15T19:25:59.383,,,REDACTED,[]
38253624,57948,Reserve Court: Singles,Court #2,REDACTED,False,2025-07-16T09:00:00,2025-07-16T10:00:00,2025-07-15T21:45:38.59,,,REDACTED,[]
